,puro_spearman,pvalue,method
0,-0.13799581775587422,1.5641531790694965e-14,XRAI
1,0.023636511584590958,0.1902911694318203,XRAI
2,0.03634329950251057,0.04398899043326131,XRAI
3,0.2405614841275375,1.0841475303180892e-41,XRAI
4,0.22007747553791773,5.208286722286279e-35,XRAI
5,0.19383742649786007,2.1724786372087256e-27,XRAI
6,-0.21298260588725176,7.581990594422257e-33,XRAI
7,-0.13532126340063785,5.001458287263312e-14,XRAI
8,0.098010649127049,5.233186965509247e-08,XRAI
9,0.09183965493569797,3.414932259170149e-07,XRAI
10,-0.38649718778086223,5.181534707537032e-110,XRAI
11,0.09004044374619742,5.772630473908977e-07,XRAI
12,-0.16692971078110458,1.232933441057871e-20,XRAI
13,0.3477113376123812,5.157597750332001e-88,XRAI
14,-0.13565570044291234,4.330277171530457e-14,XRAI
15,0.13471610116179458,6.485481241563442e-14,XRAI
16,0.4094136912545466,1.7359215919694606e-124,XRAI
17,0.11689987605528163,8.090701743910253e-11,XRAI
18,0.21443127003853613,2.7819869288055898e-33,XRAI
19,0.16254591874882074,1.2358499606535807e-19,XRAI
20,0.27209563143835236,2.778350421279836e-53,XRAI
21,-0.14639879672277636,3.4942434520519433e-16,XRAI
22,0.0009086218676917017,0.9598510899317125,XRAI
23,-0.21161441983486576,1.941299028460005e-32,XRAI
24,0.08447679599424254,2.7500469151414485e-06,XRAI
25,-0.193567324470367,2.570555469570071e-27,XRAI
26,0.07935544926261166,1.0652767563833946e-05,XRAI
27,0.04356299588730863,0.015749474637421674,XRAI
28,-0.20449007692059046,2.3357845046577226e-30,XRAI
29,0.0059492304008224445,0.7416957702499414,XRAI
30,0.1642348305453227,5.1234893665221126e-20,XRAI
31,-0.040555331221988115,0.024588018166301143,XRAI
32,0.026318108116173917,0.1447422919690697,XRAI
33,0.16968604214653266,2.801701769468349e-21,XRAI
34,0.059245075099225455,0.001018938018650983,XRAI
35,-0.328129203557548,4.996616605881487e-78,XRAI
36,0.14771774017621467,1.88471314114125e-16,XRAI
37,0.07162086986117278,7.093763245189175e-05,XRAI
38,0.0051449114967572415,0.7756090745812166,XRAI
39,-0.1120049539287899,4.815130134486111e-10,XRAI
40,0.19224620821041524,5.832775552461747e-27,XRAI
41,-0.14490286342507983,6.990105447991677e-16,XRAI
42,-0.04999021441113458,0.00558254124099037,XRAI
43,-0.22512198132488218,1.3544476761226624e-36,XRAI
44,0.18048842962952816,6.601004294867546e-24,XRAI
45,-0.3110825030605697,6.499926299355152e-70,XRAI
46,0.16847105126776196,5.400461790395646e-21,XRAI
47,-0.2811746087126787,6.359705931075914e-57,XRAI
48,0.20180488153178136,1.357338480604824e-29,XRAI
49,-0.17622384730442345,7.537581822067777e-23,XRAI
50,0.15591896595085875,3.5738639305416044e-18,XRAI
51,-0.04110639761135178,0.022703735887495777,XRAI
52,0.036286376248380665,0.04432135234554097,XRAI
53,-0.13067526067626267,3.568166250176528e-13,XRAI
54,-0.1131952600908743,3.142204306388109e-10,XRAI
55,-0.021846713327806307,0.2260796411912799,XRAI
56,0.06069365936535895,0.0007634471354948918,XRAI
57,0.17624864849273025,7.432890434995265e-23,XRAI
58,0.08520163824847553,2.255916089427879e-06,XRAI
59,0.4779201539855245,4.1584377750491225e-175,XRAI
60,-0.2324143963000369,5.901084857648206e-39,XRAI
61,-0.015671533140468562,0.3852277422961581,XRAI
62,0.2886958297840862,4.8108639784764565e-60,XRAI
63,-0.010313881514380778,0.567704209439235,XRAI
64,0.27193206848929297,3.221850849002732e-53,XRAI
65,0.19673072293425625,3.5272148642574006e-28,XRAI
66,-0.37650153602536984,4.7453961357321645e-104,XRAI
67,-0.06879626510418063,0.0001356073160482953,XRAI
68,0.18309419219677853,1.4465434803273244e-24,XRAI
69,0.05050492087071041,0.005111615053406365,XRAI
70,0.011797724987783288,0.5133354438095676,XRAI
71,-0.18788236999685914,8.37460651555049e-26,XRAI
72,0.21317901764272912,6.621165135538806e-33,XRAI
73,-0.021048131586826505,0.24350922945239767,XRAI
74,0.14074311652001098,4.627751919017453e-15,XRAI
75,0.048281476976045956,0.007439492235951117,XRAI
76,-0.2589818735237474,2.8858630571442546e-48,XRAI
77,0.021519744502132194,0.2331052402465312,XRAI
78,0.13837126533518188,1.3262283888934149e-14,XRAI
79,-0.10855394999152503,1.6188836953857982e-09,XRAI
80,-0.05175308910324861,0.004115079603535407,XRAI
81,0.17452153367614456,1.9589848870318708e-22,XRAI
82,0.09181439693732758,3.4404273578379434e-07,XRAI
83,0.33233738605776,4.107041596796141e-80,XRAI
84,-0.1439722178007907,1.0721105736297323e-15,XRAI
